"HIOKI PW3360(Ver2.12)",S/N.161035999
"FOLDER",23072006
"WIRING",3P3W3M
"OPERATION",RMS
"FREQUENCY",50Hz
"THD",THD-F
"INTERVAL",30sec
"U RANGE",600V
"I RANGE",1A
"SENSOR",9694(5A)
"VT(PT)",200
"CT",600
"PULSE",001.000, ,
"ENERGY COST",0000.00,

2023-07-20 18:25:00,START
Date,Etime,Status,Freq_Avg[Hz],U1_Avg[V],Ufnd1_Avg[V],Udeg1_Avg[deg],U2_Avg[V],Ufnd2_Avg[V],Udeg2_Avg[deg],U3_Avg[V],Ufnd3_Avg[V],Udeg3_Avg[deg],I1_Avg[A],Ifnd1_Avg[A],Ideg1_Avg[deg],I2_Avg[A],Ifnd2_Avg[A],Ideg2_Avg[deg],I3_Avg[A],Ifnd3_Avg[A],Ideg3_Avg[deg],P1_Avg[W],P2_Avg[W],P3_Avg[W],P_Avg[W],S1_Avg[VA],S2_Avg[VA],S3_Avg[VA],S_Avg[VA],Q1_Avg[var],Q2_Avg[var],Q3_Avg[var],Q_Avg[var],PF1_Avg,PF2_Avg,PF3_Avg,PF_Avg,Freq_Max[Hz],U1_Max[V],Ufnd1_Max[V],Upeak1_Max[V],Udeg1_Max[deg],U2_Max[V],Ufnd2_Max[V],Upeak2_Max[V],Udeg2_Max[deg],U3_Max[V],Ufnd3_Max[V],Upeak3_Max[V],Udeg3_Max[deg],I1_Max[A],Ifnd1_Max[A],Ipeak1_Max[A],Ideg1_Max[deg],I2_Max[A],Ifnd2_Max[A],Ipeak2_Max[A],Ideg2_Max[deg],I3_Max[A],Ifnd3_Max[A],Ipeak3_Max[A],Ideg3_Max[deg],P1_Max[W],P2_Max[W],P3_Max[W],P_Max[W],S1_Max[VA],S2_Max[VA],S3_Max[VA],S_Max[VA],Q1_Max[var],Q2_Max[var],Q3_Max[var],Q_Max[var],PF1_Max,PF2_Max,PF3_Max,PF_Max,Freq_Min[Hz],U1_Min[V],Ufnd1_Min[V],Upeak1_Min[V],Udeg1_Min[deg],U2_Min[V],Ufnd2_Min[V],Upeak2_Min[V],Udeg2_Min[deg],U3_Min[V],Ufnd3_Min[V],Upeak3_Min[V],Udeg3_Min[deg],I1_Min[A],Ifnd1_Min[A],Ipeak1_Min[A],Ideg1_Min[deg],I2_Min[A],Ifnd2_Min[A],Ipeak2_Min[A],Ideg2_Min[deg],I3_Min[A],Ifnd3_Min[A],Ipeak3_Min[A],Ideg3_Min[deg],P1_Min[W],P2_Min[W],P3_Min[W],P_Min[W],S1_Min[VA],S2_Min[VA],S3_Min[VA],S_Min[VA],Q1_Min[var],Q2_Min[var],Q3_Min[var],Q_Min[var],PF1_Min,PF2_Min,PF3_Min,PF_Min,WP+[Wh],WP-[Wh],WQLAG[varh],WQLEAD[varh],Ecost,WP+dem[Wh],WP-dem[Wh],WQLAGdem[varh],WQLEADdem[varh],Pdem+[W],Pdem-[W],QdemLAG[var],QdemLEAD[var],PFdem,Pulse
2023-07-20 18:31:30,0000:06:30,00000000,50.109E+00,23.11E+03,13.24E+03,0.00E+00,22.96E+03,13.60E+03,118.76E+00,22.93E+03,12.97E+03,-121.86E+00,278.94E+00,278.79E+00,53.90E+00,286.39E+00,286.24E+00,113.71E+00,280.48E+00,280.35E+00,172.80E+00,2.176E+06,3.879E+06,1.518E+06,7.57E+06,3.696E+06,3.897E+06,3.641E+06,11.23E+06,-2.988E+06,0.380E+06,3.310E+06,8.29E+06,-0.5887E+00,0.9952E+00,0.4169E+00,0.6743E+00,50.116E+00,23.15E+03,13.26E+03,19.60E+03,0.00E+00,23.00E+03,13.62E+03,20.10E+03,118.79E+00,22.96E+03,13.00E+03,19.30E+03,-121.83E+00,287.35E+00,287.21E+00,422.74E+00,54.28E+00,294.49E+00,294.34E+00,435.67E+00,114.04E+00,288.52E+00,288.35E+00,422.62E+00,173.14E+00,2.257E+06,3.982E+06,1.557E+06,7.78E+06,3.803E+06,4.002E+06,3.738E+06,11.53E+06,-2.909E+06,0.428E+06,3.403E+06,8.52E+06,-0.5965E+00,0.9958E+00,0.4224E+00,0.6752E+00,50.101E+00,23.07E+03,13.22E+03,19.15E+03,0.00E+00,22.91E+03,13.58E+03,19.58E+03,118.72E+00,22.89E+03,12.95E+03,18.80E+03,-121.89E+00,270.08E+00,269.92E+00,394.35E+00,53.35E+00,276.76E+00,276.62E+00,403.51E+00,113.07E+00,270.18E+00,270.01E+00,392.18E+00,172.23E+00,2.092E+06,3.751E+06,1.480E+06,7.32E+06,3.583E+06,3.769E+06,3.511E+06,10.86E+06,-3.067E+06,0.349E+06,3.184E+06,8.02E+06,-0.5832E+00,0.9942E+00,0.4083E+00,0.6735E+00,0.669E+06,0.000E+06,0.713E+06,-0.018E+06,0.00000E+00,0.063E+06,0.000E+06,0.069E+06,0.000E+06,7.57E+06,0.00E+06,8.29E+06,0.00E+06,0.6743E+00,0.000E+03
2023-07-20 18:32:00,0000:07:00,00000000,50.107E+00,23.14E+03,13.26E+03,0.00E+00,22.98E+03,13.61E+03,118.76E+00,22.96E+03,12.99E+03,-121.86E+00,268.68E+00,268.51E+00,54.11E+00,275.66E+00,275.50E+00,113.89E+00,269.91E+00,269.76E+00,173.03E+00,2.088E+06,3.738E+06,1.474E+06,7.30E+06,3.566E+06,3.755E+06,3.508E+06,10.82E+06,-2.890E+06,0.357E+06,3.183E+06,7.99E+06,-0.5856E+00,0.9955E+00,0.4203E+00,0.6744E+00,50.116E+00,23.20E+03,13.29E+03,19.77E+03,0.00E+00,23.04E+03,13.65E+03,20.18E+03,118.81E+00,23.00E+03,13.02E+03,19.36E+03,-121.77E+00,274.80E+00,274.64E+00,430.97E+00,54.39E+00,281.69E+00,281.54E+00,438.87E+00,114.50E+00,275.43E+00,275.28E+00,460.27E+00,173.34E+00,2.135E+06,3.816E+06,1.507E+06,7.46E+06,3.645E+06,3.834E+06,3.577E+06,11.05E+06,-2.826E+06,0.385E+06,3.244E+06,8.16E+06,-0.5936E+00,0.9960E+00,0.4254E+00,0.6755E+00,50.092E+00,23.09E+03,13.24E+03,19.18E+03,0.00E+00,22.93E+03,13.58E+03,19.61E+03,118.74E+00,22.92E+03,12.97E+03,18.86E+03,-121.89E+00,261.66E+00,261.48E+00,381.08E+00,53.54E+00,268.43E+00,268.31E+00,393.55E+00,113.41E+00,261.90E+00,261.77E+00,377.42E+00,172.53E+00,2.025E+06,3.647E+06,1.435E+06,7.11E+06,3.480E+06,3.664E+06,3.410E+06,10.55E+06,-2.955E+06,0.332E+06,3.092E+06,7.79E+06,-0.5817E+00,0.9947E+00,0.4126E+00,0.6736E+00,0.730E+06,0.000E+06,0.780E+06,-0.018E+06,0.00000E+00,0.061E+06,0.000E+06,0.067E+06,0.000E+06,7.30E+06,0.00E+06,7.99E+06,0.00E+06,0.6744E+00,0.000E+03
2023-07-20 18:32:30,0000:07:30,00000000,50.104E+00,23.23E+03,13.30E+03,0.00E+00,23.02E+03,13.66E+03,118.89E+00,22.98E+03,13.00E+03,-121.75E+00,264.84E+00,264.68E+00,53.97E+00,268.17E+00,268.00E+00,115.34E+00,270.65E+00,270.51E+00,174.36E+00,2.071E+06,3.654E+06,1.547E+06,7.27E+06,3.524E+06,3.664E+06,3.520E+06,10.71E+06,-2.851E+06,0.282E+06,3.161E+06,7.86E+06,-0.5877E+00,0.9970E+00,0.4396E+00,0.6792E+00,50.116E+00,23.26E+03,13.32E+03,19.79E+03,0.00E+00,23.05E+03,13.68E+03,20.15E+03,118.93E+00,23.02E+03,13.01E+03,19.29E+03,-121.72E+00,273.01E+00,272.84E+00,406.48E+00,54.33E+00,276.71E+00,276.54E+00,406.83E+00,115.82E+00,278.99E+00,278.87E+00,405.11E+00,174.72E+00,2.155E+06,3.765E+06,1.581E+06,7.48E+06,3.627E+06,3.776E+06,3.623E+06,11.02E+06,-2.776E+06,0.323E+06,3.261E+06,8.09E+06,-0.5959E+00,0.9975E+00,0.4449E+00,0.6800E+00,50.098E+00,23.18E+03,13.27E+03,19.36E+03,0.00E+00,22.98E+03,13.63E+03,19.81E+03,118.86E+00,22.94E+03,12.98E+03,18.93E+03,-121.78E+00,257.17E+00,257.00E+00,374.79E+00,53.38E+00,260.07E+00,259.91E+00,379.94E+00,114.69E+00,262.76E+00,262.59E+00,380.62E+00,173.79E+00,2.005E+06,3.548E+06,1.505E+06,7.07E+06,3.428E+06,3.558E+06,3.422E+06,10.41E+06,-2.929E+06,0.254E+06,3.066E+06,7.63E+06,-0.5826E+00,0.9962E+00,0.4308E+00,0.6784E+00,0.790E+06,0.000E+06,0.845E+06,-0.018E+06,0.00000E+00,0.061E+06,0.000E+06,0.065E+06,0.000E+06,7.27E+06,0.00E+06,7.86E+06,0.00E+06,0.6792E+00,0.000E+03
2023-07-20 18:33:00,0000:08:00,00000000,50.103E+00,23.26E+03,13.32E+03,0.00E+00,23.05E+03,13.67E+03,118.89E+00,23.01E+03,13.01E+03,-121.75E+00,255.55E+00,255.37E+00,54.35E+00,259.00E+00,258.82E+00,115.82E+00,261.64E+00,261.50E+00,174.75E+00,1.983E+06,3.535E+06,1.518E+06,7.03E+06,3.405E+06,3.544E+06,3.406E+06,10.35E+06,-2.768E+06,0.255E+06,3.050E+06,7.60E+06,-0.5823E+00,0.9974E+00,0.4455E+00,0.6794E+00,50.113E+00,23.28E+03,13.33E+03,19.73E+03,0.00E+00,23.08E+03,13.69E+03,20.20E+03,118.92E+00,23.03E+03,13.03E+03,19.28E+03,-121.70E+00,261.11E+00,260.96E+00,386.00E+00,54.62E+00,265.24E+00,265.11E+00,389.43E+00,116.20E+00,268.02E+00,267.83E+00,390.81E+00,175.03E+00,2.030E+06,3.618E+06,1.547E+06,7.19E+06,3.476E+06,3.627E+06,3.486E+06,10.59E+06,-2.724E+06,0.287E+06,3.126E+06,7.77E+06,-0.5894E+00,0.9978E+00,0.4498E+00,0.6806E+00,50.095E+00,23.22E+03,13.30E+03,19.37E+03,0.00E+00,23.02E+03,13.66E+03,19.75E+03,118.87E+00,22.98E+03,13.00E+03,18.93E+03,-121.77E+00,250.98E+00,250.81E+00,366.77E+00,53.83E+00,254.27E+00,254.08E+00,370.09E+00,115.19E+00,256.62E+00,256.48E+00,370.21E+00,174.23E+00,1.938E+06,3.472E+06,1.489E+06,6.91E+06,3.346E+06,3.481E+06,3.342E+06,10.17E+06,-2.822E+06,0.234E+06,2.985E+06,7.46E+06,-0.5784E+00,0.9967E+00,0.4377E+00,0.6787E+00,0.849E+06,0.000E+06,0.908E+06,-0.018E+06,0.00000E+00,0.059E+06,0.000E+06,0.063E+06,0.000E+06,7.03E+06,0.00E+06,7.60E+06,0.00E+06,0.6794E+00,0.000E+03
2023-07-20 18:33:30,0000:08:30,00000000,50.099E+00,23.26E+03,13.32E+03,0.00E+00,23.07E+03,13.68E+03,118.87E+00,23.02E+03,13.02E+03,-121.75E+00,251.50E+00,251.33E+00,54.34E+00,255.75E+00,255.58E+00,115.92E+00,258.35E+00,258.21E+00,174.63E+00,1.952E+06,3.492E+06,1.494E+06,6.94E+06,3.351E+06,3.501E+06,3.365E+06,10.22E+06,-2.724E+06,0.246E+06,3.016E+06,7.50E+06,-0.5824E+00,0.9975E+00,0.4438E+00,0.6791E+00,50.111E+00,23.29E+03,13.34E+03,19.84E+03,0.00E+00,23.09E+03,13.70E+03,20.17E+03,118.91E+00,23.05E+03,13.04E+03,19.32E+03,-121.71E+00,259.16E+00,258.99E+00,382.45E+00,54.63E+00,264.11E+00,263.95E+00,389.32E+00,116.28E+00,266.15E+00,266.00E+00,387.14E+00,175.00E+00,2.025E+06,3.601E+06,1.524E+06,7.14E+06,3.448E+06,3.611E+06,3.462E+06,10.52E+06,-2.674E+06,0.279E+06,3.109E+06,7.73E+06,-0.5883E+00,0.9979E+00,0.4496E+00,0.6801E+00,50.079E+00,23.22E+03,13.29E+03,19.38E+03,0.00E+00,23.03E+03,13.66E+03,19.77E+03,118.84E+00,22.98E+03,13.00E+03,18.97E+03,-121.78E+00,246.96E+00,246.80E+00,360.37E+00,53.92E+00,251.39E+00,251.20E+00,364.37E+00,115.28E+00,254.54E+00,254.38E+00,367.80E+00,174.12E+00,1.914E+06,3.434E+06,1.461E+06,6.82E+06,3.288E+06,3.443E+06,3.314E+06,10.05E+06,-2.800E+06,0.225E+06,2.971E+06,7.38E+06,-0.5783E+00,0.9968E+00,0.4357E+00,0.6780E+00,0.907E+06,0.000E+06,0.971E+06,-0.018E+06,0.00000E+00,0.058E+06,0.000E+06,0.063E+06,0.000E+06,6.94E+06,0.00E+06,7.50E+06,0.00E+06,0.6790E+00,0.000E+03
2023-07-20 18:34:00,0000:09:00,00000000,50.069E+00,23.25E+03,13.31E+03,0.00E+00,23.06E+03,13.68E+03,118.85E+00,23.01E+03,13.01E+03,-121.73E+00,245.59E+00,245.41E+00,54.37E+00,250.91E+00,250.74E+00,116.20E+00,253.84E+00,253.69E+00,174.56E+00,1.904E+06,3.426E+06,1.462E+06,6.79E+06,3.271E+06,3.434E+06,3.305E+06,10.01E+06,-2.660E+06,0.228E+06,2.964E+06,7.35E+06,-0.5820E+00,0.9978E+00,0.4424E+00,0.6786E+00,50.083E+00,23.28E+03,13.33E+03,19.77E+03,0.00E+00,23.09E+03,13.69E+03,20.08E+03,118.88E+00,23.03E+03,13.02E+03,19.30E+03,-121.69E+00,251.60E+00,251.43E+00,371.12E+00,54.57E+00,256.99E+00,256.82E+00,377.07E+00,116.46E+00,259.32E+00,259.19E+00,377.65E+00,174.78E+00,1.971E+06,3.509E+06,1.487E+06,6.94E+06,3.348E+06,3.517E+06,3.377E+06,10.24E+06,-2.618E+06,0.262E+06,3.038E+06,7.52E+06,-0.5901E+00,0.9980E+00,0.4460E+00,0.6795E+00,50.057E+00,23.21E+03,13.29E+03,19.31E+03,0.00E+00,23.03E+03,13.65E+03,19.74E+03,118.83E+00,22.98E+03,13.00E+03,18.98E+03,-121.77E+00,241.55E+00,241.37E+00,351.21E+00,53.80E+00,246.97E+00,246.81E+00,359.57E+00,115.51E+00,250.29E+00,250.13E+00,361.74E+00,174.05E+00,1.869E+06,3.375E+06,1.437E+06,6.69E+06,3.219E+06,3.382E+06,3.260E+06,9.86E+06,-2.720E+06,0.214E+06,2.920E+06,7.24E+06,-0.5792E+00,0.9972E+00,0.4347E+00,0.6779E+00,0.963E+06,0.000E+06,1.032E+06,-0.018E+06,0.00000E+00,0.057E+06,0.000E+06,0.061E+06,0.000E+06,6.79E+06,0.00E+06,7.35E+06,0.00E+06,0.6786E+00,0.000E+03
2023-07-20 18:34:30,0000:09:30,00000000,50.058E+00,23.26E+03,13.31E+03,0.00E+00,23.07E+03,13.68E+03,118.85E+00,23.01E+03,13.02E+03,-121.70E+00,242.53E+00,242.35E+00,54.47E+00,248.89E+00,248.71E+00,116.42E+00,251.68E+00,251.53E+00,174.51E+00,1.876E+06,3.401E+06,1.446E+06,6.72E+06,3.231E+06,3.408E+06,3.278E+06,9.92E+06,-2.631E+06,0.217E+06,2.942E+06,7.29E+06,-0.5806E+00,0.9980E+00,0.4411E+00,0.6780E+00,50.069E+00,23.28E+03,13.32E+03,19.74E+03,0.00E+00,23.09E+03,13.70E+03,20.14E+03,118.88E+00,23.03E+03,13.03E+03,19.38E+03,-121.67E+00,246.00E+00,245.85E+00,362.65E+00,54.70E+00,252.26E+00,252.07E+00,372.84E+00,116.64E+00,254.89E+00,254.72E+00,374.21E+00,174.69E+00,1.929E+06,3.447E+06,1.465E+06,6.81E+06,3.277E+06,3.454E+06,3.319E+06,10.04E+06,-2.596E+06,0.252E+06,2.984E+06,7.38E+06,-0.5890E+00,0.9981E+00,0.4445E+00,0.6787E+00,50.050E+00,23.23E+03,13.30E+03,19.30E+03,0.00E+00,23.05E+03,13.67E+03,19.73E+03,118.83E+00,22.99E+03,13.00E+03,18.96E+03,-121.74E+00,239.08E+00,238.90E+00,349.15E+00,53.86E+00,245.71E+00,245.53E+00,356.48E+00,115.64E+00,248.36E+00,248.22E+00,358.31E+00,174.05E+00,1.845E+06,3.358E+06,1.426E+06,6.63E+06,3.184E+06,3.364E+06,3.234E+06,9.78E+06,-2.665E+06,0.207E+06,2.902E+06,7.19E+06,-0.5771E+00,0.9973E+00,0.4338E+00,0.6772E+00,1.019E+06,0.000E+06,1.093E+06,-0.018E+06,0.00000E+00,0.056E+06,0.000E+06,0.061E+06,0.000E+06,6.72E+06,0.00E+06,7.29E+06,0.00E+06,0.6780E+00,0.000E+03
2023-07-20 18:35:00,0000:10:00,00000000,50.045E+00,23.25E+03,13.31E+03,0.00E+00,23.07E+03,13.68E+03,118.84E+00,23.00E+03,13.01E+03,-121.69E+00,242.47E+00,242.28E+00,54.47E+00,249.04E+00,248.86E+00,116.39E+00,251.63E+00,251.47E+00,174.45E+00,1.875E+06,3.402E+06,1.441E+06,6.72E+06,3.229E+06,3.409E+06,3.275E+06,9.91E+06,-2.629E+06,0.219E+06,2.941E+06,7.29E+06,-0.5806E+00,0.9979E+00,0.4401E+00,0.6778E+00,50.057E+00,23.28E+03,13.32E+03,19.68E+03,0.00E+00,23.10E+03,13.70E+03,20.25E+03,118.87E+00,23.02E+03,13.02E+03,19.38E+03,-121.67E+00,248.31E+00,248.13E+00,365.40E+00,54.71E+00,254.92E+00,254.75E+00,374.67E+00,116.62E+00,257.51E+00,257.35E+00,373.87E+00,174.71E+00,1.934E+06,3.480E+06,1.467E+06,6.87E+06,3.304E+06,3.488E+06,3.348E+06,10.14E+06,-2.594E+06,0.242E+06,3.012E+06,7.45E+06,-0.5873E+00,0.9981E+00,0.4440E+00,0.6783E+00,50.035E+00,23.22E+03,13.29E+03,19.32E+03,0.00E+00,23.03E+03,13.66E+03,19.72E+03,118.82E+00,22.96E+03,12.99E+03,18.93E+03,-121.72E+00,239.17E+00,238.96E+00,347.66E+00,53.99E+00,245.36E+00,245.15E+00,357.62E+00,115.88E+00,248.01E+00,247.86E+00,357.73E+00,174.07E+00,1.844E+06,3.355E+06,1.423E+06,6.63E+06,3.188E+06,3.362E+06,3.231E+06,9.78E+06,-2.682E+06,0.207E+06,2.899E+06,7.19E+06,-0.5771E+00,0.9976E+00,0.4344E+00,0.6771E+00,1.075E+06,0.000E+06,1.154E+06,-0.018E+06,0.00000E+00,0.056E+06,0.000E+06,0.061E+06,0.000E+06,6.72E+06,0.00E+06,7.29E+06,0.00E+06,0.6778E+00,0.000E+03
2023-07-20 18:35:30,0000:10:30,00000000,50.041E+00,23.25E+03,13.31E+03,0.00E+00,23.07E+03,13.68E+03,118.80E+00,23.00E+03,13.01E+03,-121.73E+00,244.06E+00,243.88E+00,54.40E+00,250.37E+00,250.19E+00,116.28E+00,252.96E+00,252.81E+00,174.42E+00,1.890E+06,3.421E+06,1.450E+06,6.76E+06,3.251E+06,3.428E+06,3.293E+06,9.97E+06,-2.645E+06,0.222E+06,2.957E+06,7.33E+06,-0.5814E+00,0.9979E+00,0.4402E+00,0.6780E+00,50.048E+00,23.28E+03,13.33E+03,19.77E+03,0.00E+00,23.11E+03,13.70E+03,20.14E+03,118.83E+00,23.03E+03,13.03E+03,19.32E+03,-121.70E+00,253.34E+00,253.16E+00,373.53E+00,54.83E+00,259.72E+00,259.54E+00,384.97E+00,116.72E+00,261.55E+00,261.40E+00,384.40E+00,174.81E+00,1.969E+06,3.543E+06,1.482E+06,6.99E+06,3.370E+06,3.552E+06,3.401E+06,10.32E+06,-2.595E+06,0.250E+06,3.062E+06,7.59E+06,-0.5875E+00,0.9982E+00,0.4458E+00,0.6786E+00,50.031E+00,23.22E+03,13.29E+03,19.30E+03,0.00E+00,23.04E+03,13.66E+03,19.77E+03,118.77E+00,22.97E+03,12.99E+03,18.96E+03,-121.75E+00,238.61E+00,238.42E+00,349.95E+00,53.98E+00,245.07E+00,244.90E+00,358.65E+00,115.73E+00,248.03E+00,247.85E+00,359.11E+00,173.99E+00,1.835E+06,3.353E+06,1.426E+06,6.63E+06,3.181E+06,3.360E+06,3.233E+06,9.77E+06,-2.735E+06,0.203E+06,2.895E+06,7.18E+06,-0.5752E+00,0.9974E+00,0.4335E+00,0.6775E+00,1.132E+06,0.000E+06,1.215E+06,-0.018E+06,0.00000E+00,0.056E+06,0.000E+06,0.061E+06,0.000E+06,6.76E+06,0.00E+06,7.33E+06,0.00E+06,0.6780E+00,0.000E+03
2023-07-20 18:36:00,0000:11:00,00000000,50.030E+00,23.19E+03,13.28E+03,0.00E+00,23.02E+03,13.65E+03,118.78E+00,22.95E+03,12.98E+03,-121.75E+00,244.94E+00,244.76E+00,54.27E+00,251.09E+00,250.91E+00,116.22E+00,254.00E+00,253.85E+00,174.36E+00,1.899E+06,3.422E+06,1.450E+06,6.77E+06,3.256E+06,3.429E+06,3.299E+06,9.98E+06,-2.644E+06,0.225E+06,2.963E+06,7.34E+06,-0.5833E+00,0.9978E+00,0.4395E+00,0.6783E+00,50.041E+00,23.23E+03,13.30E+03,19.76E+03,0.00E+00,23.06E+03,13.67E+03,20.24E+03,118.81E+00,22.99E+03,13.01E+03,19.24E+03,-121.72E+00,249.28E+00,249.10E+00,369.06E+00,54.53E+00,255.57E+00,255.39E+00,375.93E+00,116.44E+00,257.85E+00,257.70E+00,378.79E+00,174.57E+00,1.943E+06,3.476E+06,1.467E+06,6.87E+06,3.307E+06,3.485E+06,3.343E+06,10.13E+06,-2.612E+06,0.249E+06,3.013E+06,7.45E+06,-0.5877E+00,0.9981E+00,0.4427E+00,0.6787E+00,50.024E+00,23.15E+03,13.26E+03,19.29E+03,0.00E+00,22.98E+03,13.63E+03,19.70E+03,118.76E+00,22.91E+03,12.96E+03,18.90E+03,-121.77E+00,241.46E+00,241.27E+00,350.87E+00,53.96E+00,247.84E+00,247.65E+00,360.71E+00,115.73E+00,250.51E+00,250.37E+00,361.63E+00,173.95E+00,1.868E+06,3.382E+06,1.433E+06,6.68E+06,3.212E+06,3.389E+06,3.257E+06,9.86E+06,-2.681E+06,0.212E+06,2.925E+06,7.25E+06,-0.5796E+00,0.9974E+00,0.4332E+00,0.6777E+00,1.188E+06,0.000E+06,1.276E+06,-0.018E+06,0.00000E+00,0.056E+06,0.000E+06,0.061E+06,0.000E+06,6.77E+06,0.00E+06,7.34E+06,0.00E+06,0.6783E+00,0.000E+03
2023-07-20 18:36:30,0000:11:30,00000000,50.041E+00,23.16E+03,13.27E+03,0.00E+00,22.98E+03,13.63E+03,118.79E+00,22.92E+03,12.96E+03,-121.74E+00,249.74E+00,249.56E+00,54.11E+00,256.02E+00,255.84E+00,116.01E+00,258.84E+00,258.69E+00,174.18E+00,1.941E+06,3.482E+06,1.465E+06,6.89E+06,3.315E+06,3.491E+06,3.356E+06,10.16E+06,-2.687E+06,0.239E+06,3.019E+06,7.47E+06,-0.5856E+00,0.9977E+00,0.4366E+00,0.6780E+00,50.048E+00,23.19E+03,13.28E+03,19.77E+03,0.00E+00,23.00E+03,13.64E+03,20.06E+03,118.82E+00,22.95E+03,12.97E+03,19.20E+03,-121.71E+00,259.02E+00,258.83E+00,380.39E+00,54.38E+00,265.50E+00,265.29E+00,389.66E+00,116.29E+00,267.84E+00,267.74E+00,390.35E+00,174.44E+00,2.024E+06,3.610E+06,1.500E+06,7.13E+06,3.437E+06,3.620E+06,3.473E+06,10.53E+06,-2.628E+06,0.260E+06,3.133E+06,7.74E+06,-0.5916E+00,0.9979E+00,0.4407E+00,0.6787E+00,50.034E+00,23.13E+03,13.25E+03,19.28E+03,0.00E+00,22.94E+03,13.61E+03,19.72E+03,118.77E+00,22.89E+03,12.94E+03,18.83E+03,-121.77E+00,244.04E+00,243.88E+00,357.73E+00,53.69E+00,250.17E+00,250.01E+00,362.88E+00,115.63E+00,253.57E+00,253.39E+00,365.63E+00,173.87E+00,1.893E+06,3.402E+06,1.443E+06,6.74E+06,3.239E+06,3.410E+06,3.286E+06,9.93E+06,-2.778E+06,0.222E+06,2.952E+06,7.30E+06,-0.5819E+00,0.9974E+00,0.4318E+00,0.6775E+00,1.245E+06,0.000E+06,1.338E+06,-0.018E+06,0.00000E+00,0.057E+06,0.000E+06,0.062E+06,0.000E+06,6.89E+06,0.00E+06,7.47E+06,0.00E+06,0.6780E+00,0.000E+03
2023-07-20 18:37:00,0000:12:00,00000000,50.039E+00,23.15E+03,13.26E+03,0.00E+00,22.97E+03,13.62E+03,118.80E+00,22.91E+03,12.95E+03,-121.74E+00,246.93E+00,246.75E+00,54.21E+00,253.38E+00,253.21E+00,116.15E+00,256.21E+00,256.05E+00,174.25E+00,1.914E+06,3.445E+06,1.453E+06,6.81E+06,3.277E+06,3.453E+06,3.321E+06,10.05E+06,-2.659E+06,0.231E+06,2.986E+06,7.39E+06,-0.5842E+00,0.9978E+00,0.4377E+00,0.6779E+00,50.048E+00,23.18E+03,13.28E+03,19.68E+03,0.00E+00,23.00E+03,13.63E+03,20.10E+03,118.82E+00,22.94E+03,12.97E+03,19.20E+03,-121.71E+00,254.11E+00,253.92E+00,375.24E+00,54.42E+00,260.58E+00,260.40E+00,385.89E+00,116.40E+00,263.26E+00,263.12E+00,386.69E+00,174.51E+00,1.982E+06,3.538E+06,1.483E+06,6.99E+06,3.368E+06,3.546E+06,3.407E+06,10.32E+06,-2.609E+06,0.255E+06,3.072E+06,7.59E+06,-0.5890E+00,0.9980E+00,0.4420E+00,0.6786E+00,50.027E+00,23.12E+03,13.24E+03,19.27E+03,0.00E+00,22.93E+03,13.60E+03,19.68E+03,118.76E+00,22.87E+03,12.93E+03,18.85E+03,-121.77E+00,241.85E+00,241.67E+00,352.47E+00,53.87E+00,248.19E+00,248.01E+00,361.97E+00,115.76E+00,251.36E+00,251.19E+00,363.80E+00,173.88E+00,1.874E+06,3.377E+06,1.432E+06,6.69E+06,3.213E+06,3.384E+06,3.261E+06,9.86E+06,-2.729E+06,0.217E+06,2.929E+06,7.24E+06,-0.5811E+00,0.9974E+00,0.4319E+00,0.6773E+00,1.302E+06,0.000E+06,1.400E+06,-0.018E+06,0.00000E+00,0.057E+06,0.000E+06,0.062E+06,0.000E+06,6.81E+06,0.00E+06,7.39E+06,0.00E+06,0.6779E+00,0.000E+03
